Time (CAT);Open;High;Low;Close;Volume 
2017-04-09 23:00:00;111,128;111,581;108,557;108,669;913414,3
2017-04-16 23:00:00;108,77;109,493;108,133;109,148;868446,99
2017-04-23 23:00:00;110,595;111,781;109,597;111,538;964919,31
2017-04-30 23:00:00;111,362;113,051;111,211;112,76;720633,86
2017-05-07 23:00:00;113,015;114,373;112,398;113,372;838174,77
2017-05-14 23:00:00;113,168;113,853;110,24;111,282;987078,6
2017-05-21 23:00:00;111,065;112,13;110,866;111,351;866861,92
2017-05-28 23:00:00;111,309;111,713;110,334;110,425;685563,98
2017-06-04 23:00:00;110,479;110,813;109,118;110,339;761324
2017-06-11 23:00:00;110,331;111,42;108,832;110,899;784601,68
2017-06-18 23:00:00;110,951;111,789;110,775;111,298;806568,17
2017-06-25 23:00:00;111,227;112,927;111,169;112,399;935228,81
2017-07-02 23:00:00;112,161;114,18;112,125;113,928;818572,19
2017-07-09 23:00:00;113,912;114,497;112,262;112,536;655348,95
2017-07-16 23:00:00;112,485;112,871;111,015;111,142;922160,97
2017-07-23 23:00:00;111,135;112,205;110,551;110,715;948977,3
2017-07-30 23:00:00;110,701;111,052;109,849;110,701;907496,4
2017-08-06 23:00:00;110,73;110,922;108,737;109,214;860114,43
2017-08-13 23:00:00;109,189;110,951;108,605;109,218;916202,4
