Time (CAT);Open;High;Low;Close;Volume 
2017-08-08 23:00:00;110,317;110,361;109,559;110,054;407434,05
2017-08-09 23:00:00;110,053;110,179;109,147;109,188;175016,68
2017-08-10 23:00:00;109,188;109,401;108,729;109,168;184948,04
2017-08-13 23:00:00;109,155;109,801;109,049;109,621;159454,47
2017-08-14 23:00:00;109,621;110,848;109,607;110,666;170274,1
2017-08-15 23:00:00;110,666;110,948;110,029;110,188;150569,86
2017-08-16 23:00:00;110,186;110,369;109,445;109,56;215542,21
2017-08-17 23:00:00;109,56;109,599;108,602;109,183;213094,07
2017-08-20 23:00:00;109,343;109,423;108,637;108,967;158519,19
2017-08-21 23:00:00;108,967;109,654;108,854;109,552;137066,19
2017-08-22 23:00:00;109,55;109,824;108,92;109,039;163568,77
2017-08-23 23:00:00;109,04;109,605;108,847;109,553;166313,28
2017-08-24 23:00:00;109,553;109,842;109,113;109,337;181876,55
2017-08-27 23:00:00;109,163;109,413;109,025;109,241;120902,15
2017-08-28 23:00:00;109,231;109,899;108,266;109,692;254219,59
2017-08-29 23:00:00;109,692;110,439;109,541;110,236;190402,68
2017-08-30 23:00:00;110,233;110,67;109,879;109,965;188623,72
2017-08-31 23:00:00;109,966;110,488;109,563;110,239;181320,53
2017-09-03 23:00:00;109,506;109,934;109,383;109,714;116924,98
2017-09-04 23:00:00;109,713;109,833;108,632;108,798;171474,22
2017-09-05 23:00:00;108,798;109,396;108,453;109,207;171660,93
2017-09-06 23:00:00;109,209;109,263;108,047;108,437;185514,78
2017-09-07 23:00:00;108,431;108,485;107,318;107,842;197557,41
2017-09-10 23:00:00;108,156;109,507;108,126;109,38;156490,88
2017-09-11 23:00:00;109,361;110,253;109,239;110,154;171500,36
2017-09-12 23:00:00;110,15;110,689;109,905;110,477;158238,59
2017-09-13 23:00:00;110,475;111,039;110,068;110,233;165537,1
2017-09-14 23:00:00;110,234;111,334;109,55;110,826;191367,04
2017-09-17 23:00:00;111,055;111,662;110,996;111,563;145149,65
2017-09-18 23:00:00;111,564;111,88;111,203;111,583;184186,18
2017-09-19 23:00:00;111,582;112,528;111,106;112,209;216657,75
2017-09-20 23:00:00;112,206;112,715;112,136;112,458;298673,01
2017-09-21 23:00:00;112,459;112,553;111,653;111,988;193259,41
2017-09-24 23:00:00;112,138;112,528;111,475;111,727;191994,86
2017-09-25 23:00:00;111,723;112,476;111,498;112,221;174053,61
2017-09-26 23:00:00;112,218;113,257;112,217;112,819;199118,91
2017-09-27 23:00:00;112,815;113,208;112,252;112,333;195724,68
2017-09-28 23:00:00;112,336;112,735;112,213;112,471;198433,21
2017-10-01 23:00:00;112,642;113,058;112,451;112,751;152418,26
2017-10-02 23:00:00;112,752;113,195;112,655;112,844;166080,1
2017-10-03 23:00:00;112,842;112,937;112,323;112,75;170692,95
2017-10-04 23:00:00;112,749;112,919;112,414;112,811;155694,63
2017-10-05 23:00:00;112,813;113,438;112,606;112,614;177960,81
2017-10-08 23:00:00;112,565;112,745;112,33;112,688;106030,35
2017-10-09 23:00:00;112,688;112,828;111,99;112,443;156015,63
2017-10-10 23:00:00;112,443;112,584;112,08;112,485;152940,01
2017-10-11 23:00:00;112,484;112,522;112,125;112,277;161440,87
2017-10-12 23:00:00;112,277;112,305;111,686;111,825;166225,55
2017-10-15 23:00:00;111,751;112,289;111,653;112,186;137018,2
2017-10-16 23:00:00;112,192;112,478;112,037;112,195;145242,78
2017-10-17 23:00:00;112,195;113,05;112,133;112,925;149987,73
2017-10-18 23:00:00;112,929;113,147;112,292;112,533;171776,1
2017-10-19 23:00:00;112,528;113,569;112,513;113,511;173015,94
2017-10-22 23:00:00;113,864;114,099;113,244;113,432;154461,32
2017-10-23 23:00:00;113,43;114,023;113,248;113,891;161575,39
2017-10-24 23:00:00;113,895;114,242;113,481;113,74;190727,15
2017-10-25 23:00:00;113,74;114,079;113,341;113,974;170973,01
2017-10-26 23:00:00;113,97;114,45;113,644;113,673;173852,53
2017-10-29 23:00:00;113,718;113,835;113,028;113,173;133145,5
2017-10-30 23:00:00;113,173;113,731;112,955;113,634;147308,26
2017-10-31 23:00:00;113,633;114,28;113,604;114,173;163927,07
2017-11-01 23:00:00;114,171;114,216;113,537;114,088;176429,35
2017-11-02 23:00:00;114,085;114,427;113,632;114,05;128219,93
2017-11-06 00:00:00;114,002;114,735;113,696;113,7;151488,95
2017-11-07 00:00:00;113,705;114,339;113,697;114,013;146600,75
2017-11-08 00:00:00;113,991;114,019;113,393;113,868;134996,67
2017-11-09 00:00:00;113,867;114,068;113,091;113,469;187336,21
2017-11-10 00:00:00;113,469;113,635;113,22;113,495;146325,9
2017-11-13 00:00:00;113,433;113,714;113,244;113,624;124192,53
2017-11-14 00:00:00;113,623;113,91;113,308;113,451;134385,6
2017-11-15 00:00:00;113,451;113,496;112,478;112,872;182407,57
2017-11-16 00:00:00;112,872;113,33;112,734;113,052;142387,71
2017-11-17 00:00:00;113,043;113,143;111,945;112,072;161483,03
2017-11-20 00:00:00;112,111;112,719;111,884;112,621;164096,92
